pair.no,ind1.id,ind2.id,Relatedness_Value,trioml.low,trioml.high,Pop.x,Ocean.x,BayYear1,Bay1,ConYear1,Con1,Year1,Pop.y,Ocean.y,BayYear2,Bay2,ConYear2,Con2,Year2,BayPair
21257,228,210,0,0,0.2257,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21258,228,211,0.0651,0,0.6081,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21259,228,212,8e-4,0,0.359,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21260,228,213,0,0,0,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21261,228,214,0,0,0.2263,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21262,228,215,0.029,0,0.5046,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21263,228,217,0.1806,0.0217,0.4914,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21264,228,218,0,0,0.2774,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21265,228,219,0.0267,0,0.3218,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21266,228,220,0.1332,0,0.5522,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21267,228,221,0.0692,0,0.3914,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21268,228,222,0,0,0.3264,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21269,228,223,0.1308,0,0.515,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21270,228,241,0,0,0.2653,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21271,228,242,0,0,0.2529,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21272,228,245,0.0631,0,0.3745,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21273,228,246,0,0,0.5223,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21274,228,247,0.0217,0,0.3492,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21275,228,249,0.0498,0,0.3497,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21276,228,251,0,0,0.2125,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21277,228,252,0,0,0.1499,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21278,228,253,0.0705,0,0.4289,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21279,228,255,0.1381,0,0.5104,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21280,228,257,0,0,0.3592,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21281,228,258,0.0397,0,0.3044,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21282,228,259,0,0,0.1022,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21283,228,260,0,0,0.2246,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21284,228,261,0.0055,0,0.2354,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21285,228,262,0,0,0.1476,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21286,228,263,0,0,0.146,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21287,228,264,0,0,0.3,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21288,228,265,0.1023,0,0.4981,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21289,228,266,0,0,0.1295,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21290,228,267,0.0608,0,0.3523,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21291,228,268,0.0339,0,0.3342,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21292,228,277,0.1394,0,0.6177,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21293,228,332,0.0398,0,0.3521,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21294,228,278,0,0,0.1289,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21295,228,279,0.0518,0,0.4481,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21296,228,280,0.055,0,0.4648,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21297,228,281,0,0,0,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21298,228,282,0.0165,0,0.2973,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21299,228,283,0,0,0.1182,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21300,228,284,0,0,0.3104,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21301,228,285,0,0,0.4173,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21302,228,286,0.0403,0,0.3787,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21303,228,289,0,0,0.3077,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21304,228,290,0,0,0.3806,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21305,228,291,0,0,0.258,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21306,228,292,0,0,0.2569,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21307,228,293,0.0292,0,0.4986,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21308,228,294,0.0212,0,0.2071,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21309,228,296,0,0,0.3134,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21310,228,297,0.0105,0,0.4762,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21311,228,298,0,0,0,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21312,228,302,0,0,0,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21313,228,303,0,0,0,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21314,228,304,0,0,0,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21315,228,305,0,0,0.3018,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21316,228,306,0.0418,0,0.3791,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21317,228,307,0.0148,0,0.3436,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21318,228,308,0,0,0.3789,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21319,228,310,0.1426,0.0368,0.443,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21320,228,311,0,0,0,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21321,228,313,0.0764,0,0.4417,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21322,228,314,0.1259,0.0284,0.4917,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21323,228,315,0.0089,0,0.3027,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21324,228,316,0.0128,0,0.2353,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21325,228,317,0,0,0,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21326,228,318,0.0381,0,0.3045,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21327,228,319,0.1068,0,0.3116,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21328,228,320,0.0042,0,0.1881,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21329,228,321,0,0,0.2857,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21330,228,322,0.0288,0,0.3271,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21331,228,323,0,0,0.1674,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_3_adults,Atl,Mt_adults,Mt,3_adults,3,adults,Mt-Mt
21332,228,243,0,0,0.4621,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_4_adults,Atl,Mt_adults,Mt,4_adults,4,adults,Mt-Mt
21333,228,250,0,0,0.2466,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_4_adults,Atl,Mt_adults,Mt,4_adults,4,adults,Mt-Mt
21334,228,254,0.0876,0,0.4413,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_4_adults,Atl,Mt_adults,Mt,4_adults,4,adults,Mt-Mt
21335,228,256,0,0,0.4927,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_4_adults,Atl,Mt_adults,Mt,4_adults,4,adults,Mt-Mt
21336,228,287,0.0443,0,0.1938,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_4_adults,Atl,Mt_adults,Mt,4_adults,4,adults,Mt-Mt
21337,228,288,0,0,0.0639,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_4_adults,Atl,Mt_adults,Mt,4_adults,4,adults,Mt-Mt
21338,228,295,0,0,0.3341,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_4_adults,Atl,Mt_adults,Mt,4_adults,4,adults,Mt-Mt
21339,228,299,0.0815,0,0.3008,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_4_adults,Atl,Mt_adults,Mt,4_adults,4,adults,Mt-Mt
21340,228,300,0.0896,0,0.5148,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_4_adults,Atl,Mt_adults,Mt,4_adults,4,adults,Mt-Mt
21341,228,301,0,0,0.1528,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_4_adults,Atl,Mt_adults,Mt,4_adults,4,adults,Mt-Mt
21342,228,309,0,0,0.3358,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_4_adults,Atl,Mt_adults,Mt,4_adults,4,adults,Mt-Mt
21343,228,312,0.0489,0,0.3073,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_4_adults,Atl,Mt_adults,Mt,4_adults,4,adults,Mt-Mt
21344,228,269,0,0,0.1997,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_5_2015,Atl,Mt_2015,Mt,5_2015,5,2015,Mt-Mt
21345,228,270,0.0325,0,0.3121,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_5_2015,Atl,Mt_2015,Mt,5_2015,5,2015,Mt-Mt
21346,228,271,0,0,0.1719,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_5_2015,Atl,Mt_2015,Mt,5_2015,5,2015,Mt-Mt
21347,228,272,0.024,0,0.3936,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_5_2015,Atl,Mt_2015,Mt,5_2015,5,2015,Mt-Mt
21348,228,273,0,0,0.277,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_5_2015,Atl,Mt_2015,Mt,5_2015,5,2015,Mt-Mt
21349,228,274,0,0,0.1987,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_5_2015,Atl,Mt_2015,Mt,5_2015,5,2015,Mt-Mt
21350,228,275,0.0366,0,0.2747,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_5_2015,Atl,Mt_2015,Mt,5_2015,5,2015,Mt-Mt
21351,228,276,0.0506,0,0.3042,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_5_2015,Atl,Mt_2015,Mt,5_2015,5,2015,Mt-Mt
21352,228,324,0,0,0.3656,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_5_2016,Atl,Mt_2016,Mt,5_2016,5,2016,Mt-Mt
21353,228,325,0.1513,0,0.4555,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_5_2016,Atl,Mt_2016,Mt,5_2016,5,2016,Mt-Mt
21354,228,326,0.1688,0,0.5694,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_5_2016,Atl,Mt_2016,Mt,5_2016,5,2016,Mt-Mt
21355,228,327,0,0,0.1705,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_5_2016,Atl,Mt_2016,Mt,5_2016,5,2016,Mt-Mt
21356,228,328,0.0029,0,0.3295,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_5_2016,Atl,Mt_2016,Mt,5_2016,5,2016,Mt-Mt
21357,228,329,0.0399,0,0.3002,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_5_2016,Atl,Mt_2016,Mt,5_2016,5,2016,Mt-Mt
21358,228,330,0.0198,0,0.2649,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_5_2016,Atl,Mt_2016,Mt,5_2016,5,2016,Mt-Mt
21359,228,331,0.0343,0,0.3871,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_5_2016,Atl,Mt_2016,Mt,5_2016,5,2016,Mt-Mt
21493,229,230,0,0,0.0628,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Mt-Mt
21494,229,231,0.0742,0.0144,0.3443,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Mt-Mt
21495,229,232,0.057,0,0.2838,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Mt-Mt
21496,229,233,0,0,0.169,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Mt-Mt
21497,229,234,0,0,0.1816,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Mt-Mt
21498,229,235,0,0,0.2033,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Mt-Mt
21499,229,236,0.1081,0,0.3206,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Mt-Mt
21500,229,237,0.097,0,0.3222,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Mt-Mt
21501,229,239,0,0,0.2442,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Mt-Mt
21502,229,240,0.112,0,0.391,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Mt-Mt
21503,229,176,0,0,0.1662,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2015,Atl,Mt_2015,Mt,2_2015,2,2015,Mt-Mt
21504,229,178,0,0,0.1871,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2015,Atl,Mt_2015,Mt,2_2015,2,2015,Mt-Mt
21505,229,180,0.0324,0,0.2468,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2015,Atl,Mt_2015,Mt,2_2015,2,2015,Mt-Mt
21506,229,181,0.0203,0,0.2728,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2015,Atl,Mt_2015,Mt,2_2015,2,2015,Mt-Mt
21507,229,182,0.0336,0,0.3158,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2015,Atl,Mt_2015,Mt,2_2015,2,2015,Mt-Mt
21508,229,183,2e-4,0,0.2367,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2015,Atl,Mt_2015,Mt,2_2015,2,2015,Mt-Mt
21509,229,184,0.081,0,0.45,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2015,Atl,Mt_2015,Mt,2_2015,2,2015,Mt-Mt
21510,229,187,0.0419,0,0.3377,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2015,Atl,Mt_2015,Mt,2_2015,2,2015,Mt-Mt
21511,229,188,0.0672,0,0.234,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2015,Atl,Mt_2015,Mt,2_2015,2,2015,Mt-Mt
21512,229,199,0.0386,0,0.2946,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21513,229,200,0.0621,0,0.2107,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21514,229,201,0.0286,0,0.3894,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21515,229,202,0,0,0.125,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21516,229,203,0,0,0.169,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21517,229,204,0.0759,0,0.3735,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21518,229,205,0.0174,0,0.4522,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21519,229,210,0.0341,0,0.2405,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21520,229,211,0.0791,0,0.3756,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21521,229,212,0.1067,0.024,0.2959,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21522,229,213,0.0417,0,0.3501,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21523,229,214,0.0227,0,0.4378,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21524,229,215,0,0,0.0562,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
21525,229,217,0.0455,0,0.3415,Atl_Mt_1_2016,Atl,Mt_2016,Mt,1_2016,1,2016,Atl_Mt_2_2016,Atl,Mt_2016,Mt,2_2016,2,2016,Mt-Mt
