"","GRP","LOCUS","N_ALLELES","EVENNESS","Ho","Hs","Ht","Fis","SHANNON_IDX","SIMPSON_IDX","STODD_TAYLOR_IDX"
"598","ALL","PAM27",25,0.639090946058897,0.775,0.8274,0.8277,0.0633,2.15387484130729,0.829604944907283,5.86871490757681
"599","ALL","PAM79",46,0.762960444544388,0.9387,0.9638,0.961,0.0261,3.44370164035345,0.958540108686039,24.1196966105712
"600","ALL","WF16",26,0.595802669980877,0.8437,0.844,0.8406,3e-04,2.26339290380175,0.836953843064594,6.13323256920536
"601","ALL","WF33",37,0.82611589868543,0.9526,0.9538,0.9532,0.0013,3.22585284833866,0.952315968513904,20.9713811696392
"602","ALL","WF3",19,0.506239235800738,0.7745,0.7645,0.763,-0.0131,1.97263531720109,0.758069446786979,4.1334175726019
"603","ALL","WF517",43,0.804166154733957,0.9023,0.9523,0.9572,0.0525,3.3336468233337,0.956034265558075,22.7449856733524
"604","ALL","WF196",25,0.758372363637117,0.9208,0.9096,0.9124,-0.0123,2.69368792326478,0.912701887768811,11.4550014249074
"605","ALL","WF223",34,0.818141295590447,0.9359,0.9382,0.9407,0.0025,2.99891150337236,0.93974737973663,16.5967885816235
"606","ALL","WF421",27,0.731942843011001,0.9518,0.8983,0.9021,-0.0596,2.6140913917691,0.902558740476317,10.2625931241884
"607","ALL","A441",16,0.807799345791786,0.8737,0.8695,0.8654,-0.0048,2.18705027271793,0.864660037274042,7.38880061630314
"608","ALL","PAM21",13,0.823337685909699,0.7101,0.7961,0.8056,0.1081,1.79285699184256,0.804768078783288,5.122113196284
"609","ALL","PSY087",6,0.558435750259364,0.599,0.4881,0.4933,-0.2272,0.968655508641958,0.477180899908173,1.91270747343462
"610","ALL","PSY022",15,0.632588975037954,0.6695,0.6006,0.6008,-0.1146,1.18878937738567,0.590879316482734,2.44426654600512
"611","ALL","WF12",7,0.819525672099496,0.6246,0.6064,0.6042,-0.03,1.06745134850279,0.6099267578125,2.56362111482469
"612","ALL","WF32",25,0.633122097627347,0.6761,0.8543,0.8607,0.2086,2.30987054847655,0.85172869088953,6.74439313984169
