"","X1","X2","X3","X4","X5","X6"
"1",0.0318387692307692,0.0458934472934473,0.0376352688172043,0.0411091870922236,0.0400386557886559,0.0393030656444601
"2",0.0426723076923077,0.030317094017094,0.0472455913978494,0.0374287779932992,0.0395448620823621,0.0394417266365825
"3",0.0587747692307692,0.0541247863247863,0.0460064516129032,0.0442530946922942,0.038778214840715,0.0483874633402936
"4",0.0455861538461538,0.0316874643874644,0.0400875268817204,0.0421465702697937,0.0391701534576534,0.0397355737685571
"5",0.0464043076923077,0.0380737891737892,0.0456832258064516,0.0371088167871627,0.0401857226107226,0.0414911724140867
"6",0.0489187692307692,0.0308575498575499,0.0391490322580645,0.0379451595838476,0.0417614801864803,0.0397263982233423
"7",0.0447849230769231,0.0320566951566952,0.0312043010752688,0.0417130664785752,0.0397801864801864,0.0379078344535297
"8",0.0366701538461538,0.0247096866096866,0.0523331182795699,0.040467395521072,0.040039461926962,0.0388439632366889
"9",0.0273107692307692,0.0482831908831909,0.0589051612903225,0.0401019220596015,0.0404543997668996,0.0430110886461568
"10",0.0403993846153846,0.0447646723646724,0.0371806451612903,0.0373278786810087,0.0424459790209792,0.040423711968667
"11",0.04648,0.0555863247863248,0.0320277419354839,0.0385479104214424,0.0400905303030302,0.0425465014892563
"12",0.0519267692307692,0.0414190883190883,0.050527311827957,0.0388435725621583,0.0430782634032633,0.0451590010686472
"13",0.02254,0.0241153846153846,0.0351322580645162,0.0423508023276318,0.040875242812743,0.0330027375640551
"14",0.0379033846153846,0.0260262108262108,0.0340890322580645,0.0401363780638335,0.040564801864802,0.0357439615256591
"15",0.0467353846153846,0.0373920227920228,0.0407034408602151,0.03630888732146,0.040285780885781,0.0402851032949727
"16",0.0468636923076923,0.034008547008547,0.0375503225806452,0.0373432375242462,0.0412646076146076,0.0394060814071477
"17",0.0346784615384615,0.0473905982905983,0.0284597849462366,0.0398894551225533,0.0393448426573427,0.0379526285110385
"18",0.0335766153846154,0.0466680911680912,0.0326713978494624,0.0381890319167695,0.0398740190365192,0.0381958310710915
"19",0.0219876923076923,0.0372384615384615,0.0362210752688172,0.039088837947452,0.0392293414918416,0.0347530817108529
"20",0.0278326153846154,0.0374128205128205,0.0349733333333333,0.040323558455299,0.0403176767676768,0.036172000890749
"21",0.0376384615384615,0.0340786324786325,0.0420888172043011,0.0401044260271559,0.0413569735819737,0.0390534621661049
"22",0.0348529230769231,0.0607079772079772,0.0375836559139785,0.0384593898783284,0.040028282828283,0.042326445781098
"23",0.0509049230769231,0.0400031339031339,0.0363240860215054,0.0393427614177394,0.0410110722610724,0.0415171953360748
"24",0.0510535384615385,0.0446908831908832,0.0412741935483871,0.0400637101040381,0.0376166375291377,0.0429397925667969
"25",0.0500175384615385,0.037257264957265,0.0411924731182796,0.0443286898254277,0.0395364316239315,0.0424664795972884
"26",0.0485193846153847,0.0557709401709402,0.0349202150537634,0.0393846587903369,0.0388383838383838,0.0434867164937618
"27",0.0328141538461538,0.0477433048433049,0.0429716129032258,0.0372126609063657,0.0405557012432013,0.0402594867484503
"28",0.0314243076923077,0.0482267806267807,0.0357234408602151,0.0390071063304531,0.0413527583527584,0.039146878772503
"29",0.0429286153846154,0.0465663817663818,0.0470860215053763,0.0395061541174396,0.0409281565656565,0.0434030658678939
"30",0.0465827692307692,0.0506518518518519,0.0479051612903226,0.0415511020983953,0.0391132284382283,0.0451608225819135
"31",0.0447932307692308,0.0462017094017094,0.0442574193548387,0.0367860342091343,0.0374804875679876,0.0419037762605802
"32",0.0307304615384615,0.0357358974358975,0.0437449462365591,0.038826274025745,0.0416645396270396,0.0381404237727405
"33",0.0341538461538461,0.0428920227920228,0.0429103225806452,0.0385040204549462,0.0375524475524475,0.0392025319067816
"34",0.0536230769230769,0.0281216524216524,0.0352718279569892,0.0391357608887322,0.0383099747474748,0.0388924585875851
"35",0.0309006153846154,0.0277447293447293,0.0364096774193548,0.0408460588961382,0.042090743978244,0.0355983650046164
"36",0.0462196923076923,0.0420450142450142,0.0371709677419355,0.0365946570269793,0.0391657148407149,0.0402392092324672
"37",0.0251572307692308,0.0273094017094017,0.0391615053763441,0.0424210368541704,0.039364257964258,0.034682686534681
"38",0.0363726153846154,0.0316190883190883,0.0385670967741935,0.0411477693528477,0.0401077505827506,0.0375628640826991
"39",0.0399101538461538,0.0436458689458689,0.0399881720430107,0.040253517898078,0.0394425505050505,0.0406480526476324
"40",0.0354206153846154,0.0282196581196581,0.0378698924731183,0.0389931052724388,0.0412387432012431,0.0363484028902147
"41",0.0364529230769231,0.049145868945869,0.040734623655914,0.0396349321107387,0.0393623834498833,0.0410661462478656
"42",0.0292086153846154,0.0377615384615385,0.0542612903225807,0.0434740962793159,0.0395274864024863,0.0408466053701073
"43",0.0270313846153846,0.0483980056980056,0.0360148387096774,0.0401863692470464,0.0398787490287491,0.0383018694597726
"44",0.0511870769230769,0.0224586894586895,0.0337245161290323,0.0358111620525481,0.0387206682206683,0.036380422556803
