pair.no ind1.id ind2.id trioml trioml.low trioml.high
11233 45 323 0.1554 0 0.6315
11234 45 243 0.0776 0 0.4467
11235 45 250 0 0 0.1834
11236 45 254 0.0983 0 0.5146
11237 45 256 0.075 0 0.3706
11238 45 287 0.1506 0 0.3887
11239 45 288 0 0 0.2292
11240 45 295 0 0 0.3188
11241 45 299 0.1225 0 0.4949
11242 45 300 0 0 0.1009
11243 45 301 0.0132 0 0.1785
11244 45 309 0.0121 0 0.2106
11245 45 312 0.1784 0 0.4697
11246 45 269 0.1388 0 0.7395
11247 45 270 0.1387 0 0.5545
11248 45 271 0 0 0.2548
11249 45 272 0.0395 0 0.2571
11250 45 273 0.1214 0 0.4017
11251 45 274 0 0 0.2535
11252 45 275 0.0346 0 0.4274
11253 45 276 0.02 0 0.2933
11254 45 324 0.1232 0 0.4825
11255 45 325 0.0928 0 0.4333
11256 45 326 0.0251 0 0.2688
11257 45 327 0.1708 0 0.6492
11258 45 328 0 0 0.3282
11259 45 329 0 0 0.1444
11260 45 330 0 0 0.3004
11261 45 331 0.1372 0 0.5847
11262 45 7 0.1136 0.0358 0.5543
11263 45 9 0.101 0 0.5688
11264 45 10 0.0023 0 0.2742
11265 45 11 0.237 0.0693 0.5871
11266 45 12 0 0 0.2027
11267 45 13 0 0 0.1416
11268 45 14 0 0 0.1839
11269 45 15 0.1352 0 0.4477
11270 45 16 0.0111 0 0.1925
11271 45 17 0.1242 0 0.4167
11272 45 18 0 0 0.093
11273 45 20 0.0046 0 0.2092
11274 45 21 0 0 0.1261
11275 45 22 0.0616 0 0.249
11276 45 23 0.0366 0 0.4118
11277 45 25 0 0 0.198
11278 45 26 0 0 0.1146
11279 45 27 0.122 0 0.466
11280 45 28 0 0 0.1743
11281 45 31 0.1415 0.0096 0.4873
11282 45 33 0 0 0.4309
11283 45 34 0.0981 0 0.4408
11284 45 35 0.0685 0 0.2114
11285 45 36 0.1604 0 0.6328
11286 45 37 0.0324 0 0.2872
11287 45 38 0 0 0.097
11288 45 102 0 0 0.1422
11289 45 105 0 0 0.504
11290 45 106 0 0 0.2028
11291 45 107 0 0 0.2042
11292 45 108 0.0215 0 0.3833
11293 45 110 0 0 0.5139
11294 45 111 0 0 0.2583
11295 45 112 0.0678 0 0.3701
11296 45 124 0.0466 0 0.364
11297 45 125 0.3484 0.1205 0.7977
11298 45 127 0.1636 0 0.5252
11299 45 129 0.0348 0 0.2887
11300 45 130 0 0 0.1244
11301 45 131 0.1478 0 0.6738
11302 45 132 0.1313 0 0.5254
11303 45 134 0 0 0.2991
11304 45 135 0.0149 0 0.234
11305 45 136 0 0 0.2084
11306 45 137 0.0821 0 0.469
11307 45 140 0 0 0.1187
11308 45 143 0.1315 0 0.4031
11309 45 145 0 0 0.1981
11310 45 146 0 0 0.2325
11311 45 147 0 0 0.4856
11312 45 152 0.0339 0 0.3359
11313 45 155 0.0213 0 0.3175
11314 45 156 0 0 0.3984
11315 45 157 0.1013 0 0.4457
11316 45 164 0 0 0.1581
11317 45 165 0 0 0.1904
11318 45 166 0.1033 0.0141 0.7316
11319 45 167 0.1597 0.0469 0.6176
11320 45 168 0.1469 0 0.6677
11321 45 S1 0 0 0.1678
11322 45 S25 0.0388 0 0.4107
11323 45 S27 0.0331 0 0.3441
11324 45 S28 0.0739 0 0.4045
11325 45 S29 0 0 0.2872
11326 45 S30 0.018 0 0.3597
11327 45 S31 0 0 0.4682
11328 45 S36 0.1013 0 0.3137
11329 45 S40 0 0 0.3143
11330 45 S41 0 0 0.1297
11331 45 S42 0 0 0.0998
11332 45 S47 0 0 0.1712
11333 45 S51 0 0 0.1177
11334 45 S53 0 0 0.3619
11335 45 S55 0.2236 0 0.6032
11336 45 S60 0 0 0.1993
11337 45 S64 0.0748 0 0.3627
11338 45 S66 0 0 0.1533
11339 45 S76 0.0406 0 0.4702
11340 45 103 0 0 0.2941
11341 45 104 0.0944 0 0.4086
11342 45 114 0.0659 0 0.2301
11343 45 115 0 0 0.4839
11344 45 116 0.1011 0 0.4184
11345 45 118 0.1203 0 0.5076
11346 45 119 0.0693 0 0.4671
11347 45 120 0.0085 0 0.2412
11348 45 121 0.1384 0 0.6596
11349 45 148 0.1225 0 0.6492
11350 45 149 0.0656 0 0.4559
11351 45 151 0 0 0.2367
11352 45 153 0.0996 0 0.3763
11353 45 154 0.114 0 0.5006
11354 45 162 0 0 0.0988
11355 45 163 0.1269 0 0.5581
11356 45 169 0.0498 0 0.3924
11357 45 170 0 0 0.2036
11358 45 171 0.0928 0 0.2786
11359 45 172 0 0 0.3257
11360 45 S100 0.0651 0 0.3486
11361 45 S101 0.0764 0 0.393
11362 45 S11 0 0 0.2896
11363 45 S12 0.0457 0 0.4329
11364 45 S13 0.0855 0 0.3927
11365 45 S14 0.0861 0 0.438
11366 45 S15 0 0 0.0824
11367 45 S19 0.0619 0 0.2748
11368 45 S20 0 0 0.075
11369 45 S21 0.081 0 0.3831
11370 45 S22 0 0 0.1951
11371 45 S26 0.114 0 0.5264
11372 45 S38 0 0 0.3811
11373 45 S4 0.0368 0 0.332
11374 45 S44 0 0 0
11375 45 S45 0.2802 0.056 0.7239
11376 45 S46 0.1048 0 0.4722
11377 45 S52 0 0 0.1926
11378 45 S58 0.1168 0 0.453
11379 45 S6 0 0 0.1813
11380 45 S61 0 0 0.4248
11381 45 S62 0 0 0.194
11382 45 S67 0.1459 0 0.4272
11383 45 S68 0 0 0.3307
11384 45 S69 0 0 0.0771
11385 45 S75 0.1099 0 0.6218
11386 45 S79 0.0737 0 0.4093
11387 45 S80 0.1614 0 0.7042
11388 45 S82 0.1281 0 0.5821
11389 45 S83 0.0586 0 0.3589
11390 45 S85 0.0142 0 0.5381
11391 45 S90 0.014 0 0.2649
11392 45 S93 0.0047 0 0.4806
11393 45 S95 0.0597 0 0.3262
11394 45 S97 0.1189 0 0.4829
11395 46 47 0.0496 0 0.32
11396 46 48 0.0318 0 0.2606
11397 46 49 0 0 0
11398 46 51 0 0 0.1226
11399 46 52 0.0519 0 0.2556
11400 46 53 0.0638 0 0.2848
11401 46 54 0 0 0.0648
11402 46 55 0 0 0.0904
11403 46 56 0 0 0.1018
11404 46 57 0.0988 0.021 0.4998
11405 46 58 0 0 0.2621
11406 46 59 0 0 0.302
11407 46 60 0.0513 0 0.2635
11408 46 61 0 0 0
11409 46 62 0 0 0.271
11410 46 63 0.0218 0 0.2929
11411 46 64 0.0519 0 0.2869
11412 46 65 0.0271 0 0.2906
11413 46 67 0 0 0.0661
11414 46 68 0.0631 0 0.2786
11415 46 69 0 0 0.173
11416 46 192 0 0 0.1202
11417 46 193 0 0 0.1686
11418 46 194 0.0106 0 0.2408
11419 46 195 0 0 0.1522
11420 46 196 0 0 0
11421 46 198 0 0 0.1915
11422 46 206 0.0654 0 0.3104
11423 46 207 0 0 0.2026
11424 46 208 0.1405 0 0.6034
11425 46 224 0 0 0.1104
11426 46 225 0 0 0.1389
11427 46 226 0 0 0.0731
11428 46 227 0.0273 0 0.2497
11429 46 228 0 0 0
11430 46 229 0 0 0.3177
11431 46 230 0.0291 0 0.3106
11432 46 231 0 0 0.1709
11433 46 232 0 0 0.1753
11434 46 233 0.0824 0 0.4329
11435 46 234 0.0439 0 0.2634
11436 46 235 0 0 0.0196
11437 46 236 0 0 0.1496
11438 46 237 0.0725 0 0.2841
11439 46 239 0.0618 0 0.3805
11440 46 240 0 0 0
11441 46 176 0 0 0.1261
11442 46 178 0 0 0.1179
11443 46 180 0 0 0.0832
11444 46 181 0.0276 0 0.2767
11445 46 182 0.0713 0 0.352
11446 46 183 0 0 0.0924
11447 46 184 0 0 0.2147
11448 46 187 2e-4 0 0.3035
11449 46 188 0 0 0
11450 46 199 0.0583 0 0.2252
11451 46 200 0 0 0.0075
11452 46 201 0.1433 0 0.6475
11453 46 202 0 0 0.1353
11454 46 203 0.1136 0 0.4475
11455 46 204 0.0284 0 0.2948
11456 46 205 0.0627 0 0.3952
11457 46 210 0.0164 0 0.2366
11458 46 211 0.0053 0 0.2928
11459 46 212 0 0 0.1444
11460 46 213 0.1419 0 0.517
11461 46 214 0 0 0.2558
11462 46 215 0 0 0.2694
11463 46 217 0 0 0.3048
11464 46 218 0.0806 0 0.3459
11465 46 219 0.0277 0 0.1729
11466 46 220 0.0958 0 0.2873
11467 46 221 0 0 0.2196
11468 46 222 0 0 0.2126
11469 46 223 0 0 0.1159
11470 46 241 0 0 0.1806
11471 46 242 0.0641 0 0.3867
11472 46 245 0 0 0.3176
11473 46 246 0 0 0.2037
11474 46 247 0.0198 0 0.2729
11475 46 249 0 0 0.1192
11476 46 251 0 0 0.1665
11477 46 252 0 0 0.1081
11478 46 253 0 0 0.1133
11479 46 255 0.0263 0 0.2091
11480 46 257 0 0 0.1994
11481 46 258 0.059 0 0.2532
11482 46 259 0 0 0.0941
11483 46 260 0.029 0 0.231
11484 46 261 0 0 0.0857
11485 46 262 0 0 0.1026
11486 46 263 0.1533 0 0.4666
11487 46 264 0.0458 0 0.4032
11488 46 265 0 0 0.163
11489 46 266 0 0 0.1406
11490 46 267 0.0574 0 0.363
11491 46 268 0.0174 0 0.246
11492 46 277 0.0241 0 0.3141
11493 46 332 0 0 0.1722
11494 46 278 0 0 0.1733
11495 46 279 0 0 0.0791
11496 46 280 0.0221 0 0.2703
11497 46 281 0 0 0.1278
11498 46 282 0 0 0.1611
11499 46 283 0.0824 0 0.5236
11500 46 284 0 0 0.031
11501 46 285 0 0 0.108
11502 46 286 0.0643 0 0.2535
11503 46 289 0 0 0.2505
11504 46 290 0 0 0.2749
11505 46 291 0.0833 0 0.3223
11506 46 292 0 0 0.02
11507 46 293 0 0 0.2163
11508 46 294 0.0157 0 0.2586
11509 46 296 0 0 0.2372
11510 46 297 0.1171 0 0.4216
11511 46 298 0.0588 0 0.3131
11512 46 302 0.0186 0 0.2328
11513 46 303 0.1419 0 0.3978
11514 46 304 0.0505 0 0.2333
11515 46 305 0.0303 0 0.1848
11516 46 306 0.064 0 0.3496
11517 46 307 0 0 0.1428
11518 46 308 0.0563 0 0.2226
11519 46 310 0.0171 0 0.294
11520 46 311 0.0704 0 0.362
11521 46 313 0 0 0.1398
11522 46 314 0.0282 0 0.2845
11523 46 315 0.0638 0 0.2622
11524 46 316 0 0 0.1276
11525 46 317 0 0 0.2534
11526 46 318 0.0289 0 0.205
11527 46 319 0 0 0.1549
11528 46 320 0 0 0.1149
11529 46 321 0 0 0.1506
11530 46 322 0 0 0.0761
11531 46 323 0.0657 0 0.2135
11532 46 243 0.1229 0 0.3569
11533 46 250 0 0 0.1279
11534 46 254 0 0 0.1126
11535 46 256 0 0 0.1677
11536 46 287 0 0 0.1393
11537 46 288 0 0 0
11538 46 295 0 0 0.2456
11539 46 299 0 0 0.1823
11540 46 300 0 0 0.2013
11541 46 301 0.0536 0 0.2906
11542 46 309 0 0 0.0909
11543 46 312 0 0 0.0824
11544 46 269 0.1141 0 0.3627
11545 46 270 0 0 0.2118
11546 46 271 0 0 0.2593
11547 46 272 0 0 0.1152
11548 46 273 0 0 0.1099
11549 46 274 0 0 0.2079
11550 46 275 0.1305 0 0.4148
11551 46 276 0.1857 0.0526 0.4895
11552 46 324 0.0669 0 0.3861
11553 46 325 0.0888 0 0.3018
11554 46 326 0 0 0.1684
11555 46 327 0 0 0.0862
11556 46 328 0 0 0.1719
11557 46 329 0.1267 0.0119 0.4919
11558 46 330 0 0 0.1183
11559 46 331 0 0 0.0472
11560 46 7 0.0138 0 0.3084
11561 46 9 9e-4 0 0.2822
11562 46 10 0.0189 0 0.2403
11563 46 11 0 0 0.2305
11564 46 12 8e-4 0 0.2514
11565 46 13 0.0871 0 0.3072
11566 46 14 0.0386 0 0.1744
11567 46 15 0 0 0.0594
11568 46 16 0.0908 0 0.3487
11569 46 17 0 0 0.3786
11570 46 18 0.1264 0 0.5425
11571 46 20 0.0895 0 0.3427
11572 46 21 0 0 0.0675
11573 46 22 0.0395 0 0.3879
11574 46 23 0 0 0.0546
11575 46 25 0 0 0.1661
11576 46 26 0.0607 0 0.2834
11577 46 27 0.0713 0 0.3335
11578 46 28 0 0 0.2101
11579 46 31 0.0797 0 0.3135
11580 46 33 0 0 0.0412
11581 46 34 0.064 0 0.3463
11582 46 35 0.0704 0 0.3818
11583 46 36 0 0 0.108
11584 46 37 0.0662 0 0.3773
11585 46 38 0.0275 0 0.3458
11586 46 102 0.1095 0 0.524
11587 46 105 0 0 0.2185
11588 46 106 0.1004 0 0.4292
11589 46 107 0.0293 0 0.266
11590 46 108 0 0 0.1548
11591 46 110 0 0 0.0659
11592 46 111 0 0 0.0467
11593 46 112 0.0667 0 0.4597
11594 46 124 0 0 0
11595 46 125 0 0 0.1168
11596 46 127 0.0936 0 0.2868
11597 46 129 0.0077 0 0.1985
11598 46 130 0.0232 0 0.295
11599 46 131 0 0 0.0483
11600 46 132 0 0 0.1259
11601 46 134 0.022 0 0.3661
11602 46 135 0.0301 0 0.1656
11603 46 136 0 0 0.159
11604 46 137 0.0522 0 0.2821
11605 46 140 0.0548 0.0042 0.3389
11606 46 143 0 0 0.3622
11607 46 145 0 0 0.1768
11608 46 146 0.0687 0 0.1865
11609 46 147 0 0 0.0567
11610 46 152 0 0 0.1462
11611 46 155 0 0 0.1565
11612 46 156 0 0 0.135
11613 46 157 0 0 0.1791
11614 46 164 0.0926 0 0.4814
11615 46 165 0 0 0.3043
11616 46 166 0.0696 0 0.2997
11617 46 167 0.02 0 0.1554
11618 46 168 0 0 0.0923
11619 46 S1 0.0309 0 0.3387
11620 46 S25 0.0434 0 0.4909
11621 46 S27 0 0 0.1586
11622 46 S28 0.0079 0 0.1483
11623 46 S29 0.0718 0 0.3811
11624 46 S30 0.1021 0 0.3041
11625 46 S31 0.0726 0 0.2739
11626 46 S36 0.0202 0 0.2318
11627 46 S40 0.0988 0.0082 0.3562
11628 46 S41 0 0 0.1043
11629 46 S42 0 0 0.1753
11630 46 S47 0.0339 0 0.2307
11631 46 S51 0.0766 0 0.3563
11632 46 S53 0.0594 0 0.2576
11633 46 S55 0.0499 0 0.3238
11634 46 S60 0 0 0.0658
11635 46 S64 0.0226 0 0.28
11636 46 S66 0.0246 0 0.2435
11637 46 S76 0.0487 0 0.393
11638 46 103 0 0 0.1792
11639 46 104 0.081 0 0.3433
11640 46 114 0.137 0 0.5516
11641 46 115 0.0697 0 0.3178
11642 46 116 0 0 0.0609
11643 46 118 0.0883 0 0.408
11644 46 119 0.0405 0 0.3007
11645 46 120 0.0752 0.0276 0.3907
11646 46 121 0.1018 0 0.3987
11647 46 148 0 0 0.1421
11648 46 149 0 0 0.1795
11649 46 151 0.0745 0 0.3176
11650 46 153 0 0 0.232
11651 46 154 0.1283 0 0.5164
11652 46 162 0 0 0.2118
11653 46 163 0 0 0
11654 46 169 0 0 0.1209
11655 46 170 0.0683 0 0.3312
11656 46 171 0 0 0.1929
11657 46 172 0 0 0
11658 46 S100 0 0 0.1539
11659 46 S101 0 0 0.2161
11660 46 S11 0 0 0.2392
11661 46 S12 0.0237 0 0.1294
11662 46 S13 0.0133 0 0.2615
11663 46 S14 0 0 0.1285
11664 46 S15 0.011 0 0.2473
11665 46 S19 0.1312 0.0058 0.4424
11666 46 S20 0 0 0.1393
11667 46 S21 0.0872 0 0.3707
11668 46 S22 0.0606 0 0.308
11669 46 S26 0 0 0.2322
11670 46 S38 0.2026 0.0663 0.5915
11671 46 S4 0 0 0
11672 46 S44 0 0 0.2618
11673 46 S45 0 0 0.1218
11674 46 S46 0.0696 0 0.3166
11675 46 S52 0 0 0.1444
11676 46 S58 0.0235 0 0.269
11677 46 S6 0.0955 0 0.3392
11678 46 S61 0.0254 0 0.1671
11679 46 S62 0 0 0.1271
11680 46 S67 0.2155 0.0334 0.6373
11681 46 S68 0 0 0.2384
11682 46 S69 0 0 0.1809
11683 46 S75 0 0 0.2738
11684 46 S79 0 0 0.2126
11685 46 S80 0.0759 0 0.2804
11686 46 S82 0 0 0.2859
11687 46 S83 0.0541 0 0.5064
11688 46 S85 0 0 0.1787
11689 46 S90 0 0 0.1725
11690 46 S93 0 0 0.0877
11691 46 S95 0.1297 0 0.3727
11692 46 S97 0 0 0.1393
11693 47 48 0.0266 0 0.3145
11694 47 49 0 0 0.2289
11695 47 51 0 0 0
11696 47 52 0 0 0.3776
11697 47 53 0.0616 0 0.257
11698 47 54 0.0368 0 0.2816
11699 47 55 0 0 0.2789
11700 47 56 0 0 0.111
11701 47 57 0 0 0
11702 47 58 0 0 0.3181
11703 47 59 0.0123 0 0.3626
11704 47 60 0 0 0.4222
11705 47 61 0 0 0.1389
11706 47 62 0.0517 0 0.2705
11707 47 63 0 0 0.2435
11708 47 64 0 0 0.2133
11709 47 65 0.0265 0 0.3
11710 47 67 0 0 0.2031
11711 47 68 0.1386 0.029 0.4266
11712 47 69 0.0695 0 0.3137
11713 47 192 0.0266 0 0.357
11714 47 193 0.1072 0 0.3262
11715 47 194 0.0316 0 0.3024
11716 47 195 0.0372 0 0.3702
11717 47 196 0 0 0.2597
11718 47 198 0 0 0.6167
11719 47 206 0.0049 0 0.2404
11720 47 207 0 0 0.19
11721 47 208 0.0979 0 0.4583
11722 47 224 0.1112 0 0.336
11723 47 225 0.0823 0 0.4524
11724 47 226 0.0732 0 0.475
11725 47 227 0.0475 0 0.3767
11726 47 228 0.0848 0 0.458
11727 47 229 0 0 0
11728 47 230 0.0329 0 0.3455
11729 47 231 0 0 0.1872
11730 47 232 0.0303 0 0.2108
11731 47 233 0.0965 0.018 0.5434
11732 47 234 0.1224 0 0.317
11733 47 235 0 0 0.0937
11734 47 236 0 0 0.123
11735 47 237 0 0 0
11736 47 239 0.0231 0 0.1482
11737 47 240 0.0067 0 0.1883
11738 47 176 0.1319 0 0.5573
11739 47 178 0.1293 0 0.4953
11740 47 180 0 0 0.0194
11741 47 181 0.0778 0 0.405
11742 47 182 0 0 0.1865
11743 47 183 0 0 0.1809
11744 47 184 0.1348 0 0.3974
11745 47 187 0 0 0.2431
11746 47 188 0.0074 0 0.2857
11747 47 199 0.0322 0 0.2507
11748 47 200 0.0031 0 0.266
11749 47 201 0.009 0 0.4851
11750 47 202 0.031 0 0.2649
11751 47 203 0.089 0 0.3537
11752 47 204 0 0 0.4212
11753 47 205 0 0 0.2193
11754 47 210 0 0 0.2324
11755 47 211 0.0275 0 0.3165
11756 47 212 0.1279 0 0.61
11757 47 213 0 0 0.4157
11758 47 214 0 0 0.2177
11759 47 215 0 0 0.0589
11760 47 217 0.2329 0.039 1.0674
11761 47 218 0 0 0.1627
11762 47 219 0.1687 0 0.5993
11763 47 220 0.0791 0.0258 0.3648
11764 47 221 0.1233 0 0.4105
11765 47 222 0 0 0.2422
11766 47 223 0 0 0.1312
11767 47 241 0 0 0.1673
11768 47 242 0.2274 0.0293 0.5841
11769 47 245 0 0 0.2675
11770 47 246 0.0011 0 0.2474
11771 47 247 0.0574 0 0.3506
11772 47 249 0.0579 0 0.1799
11773 47 251 0 0 0.1443
11774 47 252 0.0119 0 0.1735
11775 47 253 0 0 0.3103
11776 47 255 0 0 0.2953
11777 47 257 0.1859 0 0.4462
11778 47 258 0 0 0
11779 47 259 0 0 0.0753
11780 47 260 0.0727 0 0.3164
11781 47 261 0.0043 0 0.3111
11782 47 262 0 0 0.2553
11783 47 263 0 0 0.1893
11784 47 264 0.02 0 0.3024
11785 47 265 0 0 0.1726
11786 47 266 0 0 0.1303
11787 47 267 0 0 0.1051
11788 47 268 0.1385 0 0.5588
11789 47 277 0 0 0.3799
11790 47 332 0.0162 0 0.3342
11791 47 278 0 0 0.171
11792 47 279 0.1112 0 0.3828
11793 47 280 0.1655 0 0.676
11794 47 281 0 0 0.1388
11795 47 282 0 0 0.0103
11796 47 283 0 0 0.188
11797 47 284 0.0395 0 0.3533
11798 47 285 0.1025 0 0.416
11799 47 286 0.0346 0 0.3846
11800 47 289 0 0 0.2154
11801 47 290 0 0 0.2466
11802 47 291 0 0 0.2037
11803 47 292 0 0 0.0953
11804 47 293 0 0 0.1555
11805 47 294 0.0312 0 0.3336
11806 47 296 0 0 0.2919
11807 47 297 0.0345 0 0.3509
11808 47 298 0 0 0.0129
11809 47 302 0 0 0.0762
11810 47 303 0 0 0.1417
11811 47 304 0 0 0.2861
11812 47 305 0 0 0.3406
11813 47 306 0 0 0.3299
11814 47 307 0.068 0 0.3069
11815 47 308 0 0 0.1377
11816 47 310 0.0367 0 0.2755
11817 47 311 0 0 0.066
11818 47 313 0 0 0.3809
11819 47 314 0.0363 0 0.4148
11820 47 315 0 0 0.1249
11821 47 316 0 0 0.1743
11822 47 317 0 0 0.2628
11823 47 318 0.0618 0 0.328
11824 47 319 0.0683 0 0.3254
11825 47 320 0 0 0.1222
11826 47 321 0 0 0.145
11827 47 322 0 0 0.2933
11828 47 323 0 0 0.4616
11829 47 243 0 0 0.2027
11830 47 250 0 0 0.1805
11831 47 254 0 0 0.1477
11832 47 256 0.0309 0 0.2957
11833 47 287 0 0 0.1864
11834 47 288 0.0227 0 0.151
11835 47 295 0 0 0.2999
11836 47 299 0 0 0.1414
11837 47 300 0 0 0.2964
11838 47 301 0.0536 0 0.331
11839 47 309 0 0 0.1661
11840 47 312 0.0586 0 0.3279
11841 47 269 0.0841 0 0.5957
11842 47 270 0.0623 0 0.4152
11843 47 271 0 0 0.2127
11844 47 272 0.1616 0 0.6674
11845 47 273 0.0072 0 0.1901
11846 47 274 0.071 0 0.3152
11847 47 275 0.0048 0 0.3192
11848 47 276 0.0717 0 0.4503
11849 47 324 0.1319 0 0.526
11850 47 325 0.3011 0.0645 0.7487
11851 47 326 0.1568 0.0324 0.4378
11852 47 327 0 0 0.3547
11853 47 328 0 0 0.2389
11854 47 329 0.1319 0 0.4603
11855 47 330 0.0302 0 0.2152
11856 47 331 0 0 0.0173
11857 47 7 0.0123 0 0.4684
11858 47 9 0 0 0.3673
11859 47 10 0 0 0.0454
11860 47 11 0 0 0.0606
11861 47 12 0.0056 0 0.1279
11862 47 13 0.0453 0 0.3074
11863 47 14 0 0 0.0981
11864 47 15 0.0189 0 0.23
11865 47 16 0.0031 0 0.2897
11866 47 17 0 0 0.0741
11867 47 18 0 0 0.2412
11868 47 20 0 0 0.1085
11869 47 21 0 0 0.3132
11870 47 22 0 0 0.1585
11871 47 23 0.0673 0 0.3621
11872 47 25 0 0 0.2537
11873 47 26 0.0313 0 0.2062
11874 47 27 0 0 0.1889
11875 47 28 0.0358 0 0.2332
11876 47 31 0 0 0.1228
11877 47 33 0.0286 0 0.4652
11878 47 34 0 0 0.09
11879 47 35 0 0 0.0389
11880 47 36 0 0 0.2227
11881 47 37 0 0 0.0865
11882 47 38 0 0 0
11883 47 102 0 0 0.1388
11884 47 105 0 0 0.3134
11885 47 106 0 0 0.0211
11886 47 107 0.0261 0 0.2451
11887 47 108 0.028 0 0.3041
11888 47 110 0.209 0 0.6621
11889 47 111 0.0183 0 0.2992
11890 47 112 0.0063 0 0.1323
11891 47 124 0.1204 0 0.381
11892 47 125 0.007 0 0.3746
11893 47 127 0.1089 0 0.6153
11894 47 129 0.0089 0 0.3509
11895 47 130 0.037 0 0.1894
11896 47 131 0 0 0.3555
11897 47 132 0.0559 0 0.3666
11898 47 134 0 0 0.1846
11899 47 135 0 0 0
11900 47 136 0.192 0 0.6705
11901 47 137 0.0304 0 0.1974
11902 47 140 0.1495 0 0.645
11903 47 143 0.2142 0 0.995
11904 47 145 0.0699 0 0.2906
11905 47 146 0.0338 0 0.1809
11906 47 147 0.065 0 0.4938
11907 47 152 0 0 0.0118
11908 47 155 0.0441 0 0.2709
11909 47 156 0 0 0.1276
11910 47 157 0 0 0.0634
11911 47 164 0 0 0.1376
11912 47 165 0 0 0.239
11913 47 166 0 0 0.2889
11914 47 167 0.0808 0 0.4147
11915 47 168 0 0 0.3598
11916 47 S1 0.1833 0 0.6986
11917 47 S25 0.0624 0 0.4814
11918 47 S27 0 0 0.4068
11919 47 S28 0 0 0.0766
11920 47 S29 0.0735 0 0.5169
11921 47 S30 0.0286 0 0.4568
11922 47 S31 0.0531 0 0.6131
11923 47 S36 0 0 0.1259
11924 47 S40 0.2014 0 0.6668
11925 47 S41 0 0 0.0546
11926 47 S42 0 0 0.3287
11927 47 S47 0.1409 0 0.4504
11928 47 S51 0.0714 0 0.3906
11929 47 S53 0.1046 0 0.4502
11930 47 S55 0 0 0.2206
11931 47 S60 0 0 0.1668
11932 47 S64 0 0 0.2565
11933 47 S66 0.0066 0 0.2486
11934 47 S76 0.0951 0 0.5475
11935 47 103 0 0 0.2465
11936 47 104 0 0 0.1457
11937 47 114 0.1239 0.0289 0.457
11938 47 115 0.2423 0.0462 0.7968
11939 47 116 0.1402 0 0.4224
11940 47 118 0.0877 0 0.4337
11941 47 119 0 0 0.4054
11942 47 120 0.1112 0 0.4433
11943 47 121 0 0 0.0614
11944 47 148 0.0333 0 0.3186
11945 47 149 0.0447 0 0.5128
11946 47 151 0.0796 0 0.5785
11947 47 153 0 0 0.1782
11948 47 154 0.2094 0.0307 0.5539
11949 47 162 0 0 0.0705
11950 47 163 0 0 0.36870000000000003
11951 47 169 0 0 0.1287
11952 47 170 0 0 0.1238
11953 47 171 0 0 0.3495
11954 47 172 0 0 0.2489
11955 47 S100 0.1112 0 0.4442
11956 47 S101 0 0 0.1827
11957 47 S11 0 0 0.3019
11958 47 S12 0 0 0
11959 47 S13 0.0683 0 0.2119
11960 47 S14 0.0146 0 0.2737
11961 47 S15 0.136 0 0.6363
11962 47 S19 0 0 0.0327
11963 47 S20 0 0 0.0014
11964 47 S21 0 0 0.1055
11965 47 S22 0 0 0.1632
11966 47 S26 0 0 0.2076
11967 47 S38 0.1483 0 0.7387
11968 47 S4 0 0 0.0395
11969 47 S44 0 0 0.2439
11970 47 S45 0 0 0.1142
11971 47 S46 0 0 0
11972 47 S52 0.0697 0 0.3119
11973 47 S58 0 0 0.1584
11974 47 S6 0 0 0.1603
11975 47 S61 0.03 0 0.3511
11976 47 S62 0.0236 0 0.3129
11977 47 S67 0 0 0.2757
11978 47 S68 0 0 0.4622
11979 47 S69 0.036 0 0.224
11980 47 S75 0.0662 0.0227 0.6295
11981 47 S79 0 0 0.3543
11982 47 S80 0 0 0.2905
11983 47 S82 0.0207 0 0.3482
11984 47 S83 0.0875 0 0.4096
11985 47 S85 0 0 0
11986 47 S90 0 0 0.203
11987 47 S93 0 0 0.3003
11988 47 S95 0.1187 0 0.4766
11989 47 S97 0.1131 0 0.5989
11990 48 49 0.0226 0 0.3376
11991 48 51 0.1305 0 0.376
11992 48 52 0 0 0.245
11993 48 53 0 0 0.105
11994 48 54 0 0 0
11995 48 55 0.0798 0 0.3324
11996 48 56 0 0 0.0757
11997 48 57 0 0 0.1818
11998 48 58 0.0923 0 0.3963
11999 48 59 0 0 0.1663
12000 48 60 0 0 0.1112
12001 48 61 0 0 0.2025
12002 48 62 0.0709 0 0.2496
12003 48 63 0.0424 0 0.2064
12004 48 64 0.0587 0 0.3228
12005 48 65 0 0 0.2304
12006 48 67 0 0 0.1303
12007 48 68 0.0179 0 0.3146
12008 48 69 0 0 0.1351
12009 48 192 0 0 0.2003
12010 48 193 0.0591 0 0.2916
12011 48 194 0 0 0.1404
12012 48 195 0.0668 0 0.4573
12013 48 196 0.0695 0 0.3989
12014 48 198 0.0641 0 0.2741
12015 48 206 0.0255 0 0.2382
12016 48 207 0.0224 0 0.2143
12017 48 208 0.0204 0 0.3229
12018 48 224 0.0186 0 0.2555
12019 48 225 0 0 0.1223
12020 48 226 0 0 0.2312
12021 48 227 0 0 0.1774
12022 48 228 0 0 0.2692
12023 48 229 0.0579 0 0.364
12024 48 230 0 0 0.1428
12025 48 231 0 0 0.2328
12026 48 232 0.05 0 0.2635
