pair.no ind1.id ind2.id trioml trioml.low trioml.high
22575 233 249 0 0 0.111
22576 233 251 0.0213 0 0.1981
22577 233 252 0.0259 0 0.223
22578 233 253 0.0306 0 0.3533
22579 233 255 0 0 0.1611
22580 233 257 0.0976 0 0.4605
22581 233 258 0 0 0
22582 233 259 5e-4 0 0.125
22583 233 260 0 0 0.1061
22584 233 261 0.0496 0 0.3225
22585 233 262 0 0 0.211
22586 233 263 0.1462 0 0.5625
22587 233 264 0.1384 0.0456 0.5864
22588 233 265 0.0422 0 0.3448
22589 233 266 0 0 0.0878
22590 233 267 0.0235 0 0.2256
22591 233 268 0.0768 0 0.3442
22592 233 277 0.0693 0 0.3068
22593 233 332 0.0359 0 0.4349
22594 233 278 0 0 0.2568
22595 233 279 0.0298 0 0.2188
22596 233 280 0.0385 0 0.5364
22597 233 281 0.0017 0 0.2227
22598 233 282 0 0 0.2962
22599 233 283 0.1021 0 0.4337
22600 233 284 0.041 0 0.2708
22601 233 285 0 0 0.1874
22602 233 286 0 0 0.1666
22603 233 289 0.1375 0.0215 0.5061
22604 233 290 0.0099 0 0.2108
22605 233 291 0 0 0.2389
22606 233 292 0.0714 0 0.2546
22607 233 293 0 0 0.2011
22608 233 294 0 0 0.1675
22609 233 296 0.1096 0 0.4795
22610 233 297 0.1553 0.0064 0.4651
22611 233 298 0.0302 0 0.2369
22612 233 302 0 0 0
22613 233 303 0.0572 0 0.3457
22614 233 304 0.0312 0 0.369
22615 233 305 0.0171 0 0.2343
22616 233 306 0.0537 0 0.4048
22617 233 307 0 0 0.1277
22618 233 308 0 0 0.1604
22619 233 310 0 0 0.0622
22620 233 311 0 0 0.1709
22621 233 313 0 0 0.3647
22622 233 314 0 0 0.3769
22623 233 315 1e-4 0 0.27
22624 233 316 0.0068 0 0.2431
22625 233 317 0.0782 0 0.3326
22626 233 318 0 0 0.1576
22627 233 319 0.0697 0 0.2923
22628 233 320 0.0318 0 0.2776
22629 233 321 0 0 0.0971
22630 233 322 0 0 0.1519
22631 233 323 0.0189 0 0.5112
22632 233 243 0.0571 0 0.2751
22633 233 250 0 0 0.1147
22634 233 254 0 0 0.1629
22635 233 256 0.1355 0.029 0.4188
22636 233 287 0.1659 0 0.4703
22637 233 288 0 0 0.085
22638 233 295 0.0851 0 0.4478
22639 233 299 0.1079 0.0119 0.3948
22640 233 300 0 0 0.1641
22641 233 301 0.0336 0 0.3233
22642 233 309 0.014 0 0.2151
22643 233 312 0.0139 0 0.2455
22644 233 269 0.0827 0.0143 0.3428
22645 233 270 0.0155 0 0.3097
22646 233 271 0.0155 0 0.184
22647 233 272 0 0 0.1664
22648 233 273 0 0 0.2557
22649 233 274 0.022 0 0.30620000000000003
22650 233 275 0.1612 0 0.7426
22651 233 276 0.2232 0.0466 0.6064
22652 233 324 0.0993 0 0.4252
22653 233 325 0.2136 0.0503 0.559
22654 233 326 0.0068 0 0.2387
22655 233 327 0.0959 0 0.4311
22656 233 328 0 0 0.328
22657 233 329 0 0 0.2509
22658 233 330 0 0 0.0218
22659 233 331 0 0 0.3586
22660 233 7 0.0054 0 0.3921
22661 233 9 0 0 0.482
22662 233 10 0 0 0.1848
22663 233 11 0 0 0.273
22664 233 12 0 0 0.2263
22665 233 13 0.062 0 0.2414
22666 233 14 0 0 0.1466
22667 233 15 0 0 0.2641
22668 233 16 0.0417 0 0.2387
22669 233 17 0.0207 0 0.1637
22670 233 18 0.1035 0 0.3759
22671 233 20 0 0 0.0636
22672 233 21 0.0581 0 0.3532
22673 233 22 0.0402 0 0.3581
22674 233 23 0.0746 0 0.3843
22675 233 25 0.0082 0 0.2526
22676 233 26 0 0 0.2604
22677 233 27 0.1088 0 0.4544
22678 233 28 0 0 0.1608
22679 233 31 0 0 0.2097
22680 233 33 0 0 0.4134
22681 233 34 0 0 0.2053
22682 233 35 0 0 0.177
22683 233 36 0.181 0.0595 0.467
22684 233 37 0.0595 0 0.3635
22685 233 38 0 0 0.3451
22686 233 102 0.0738 0 0.3489
22687 233 105 0 0 0.3074
22688 233 106 0 0 0.2523
22689 233 107 0 0 0.2478
22690 233 108 0 0 0.2705
22691 233 110 0.0194 0 0.3535
22692 233 111 0.1749 0.0196 0.4159
22693 233 112 0 0 0.3601
22694 233 124 0.016 0 0.2305
22695 233 125 0.0258 0 0.286
22696 233 127 0 0 0.2858
22697 233 129 0.1243 0.0315 0.5258
22698 233 130 0 0 0.3159
22699 233 131 0.0381 0 0.348
22700 233 132 0.051 0 0.3708
22701 233 134 0.033 0 0.2705
22702 233 135 0 0 0.0123
22703 233 136 0.0435 0 0.3665
22704 233 137 0 0 0.2438
22705 233 140 0.093 0 0.55
22706 233 143 0.0469 0 0.7058
22707 233 145 0.0537 0 0.3142
22708 233 146 0 0 0.173
22709 233 147 0.0856 0 0.4278
22710 233 152 0 0 0.1278
22711 233 155 0.2199 0.0686 0.6363
22712 233 156 0 0 0.1156
22713 233 157 0.0081 0 0.2506
22714 233 164 0.0951 0 0.4245
22715 233 165 0.0581 0 0.5
22716 233 166 0 0 0.1235
22717 233 167 0.0107 0 0.2517
22718 233 168 0 0 0.211
22719 233 S1 0.0612 0 0.3718
22720 233 S25 0.0672 0 0.3876
22721 233 S27 0 0 0.6398
22722 233 S28 0 0 0.1723
22723 233 S29 0 0 0.1247
22724 233 S30 0 0 0.4033
22725 233 S31 0.0673 0 0.566
22726 233 S36 0.0326 0 0.2987
22727 233 S40 0.0738 0 0.2954
22728 233 S41 0.0363 0 0.3028
22729 233 S42 0 0 0.0651
22730 233 S47 0.1192 0.0184 0.4374
22731 233 S51 0.1045 0 0.5045
22732 233 S53 0 0 0.2446
22733 233 S55 0.1012 0 0.4565
22734 233 S60 0 0 0.0352
22735 233 S64 0 0 0.1712
22736 233 S66 0.0759 0 0.3427
22737 233 S76 0.1692 0.0403 0.6907
22738 233 103 0.0071 0 0.2442
22739 233 104 0.0273 0 0.3881
22740 233 114 0.112 0 0.4354
22741 233 115 0 0 0.5618
22742 233 116 0.0645 0 0.2938
22743 233 118 0.0417 0 0.3555
22744 233 119 0.0387 0 0.5153
22745 233 120 0 0 0.2122
22746 233 121 0.0112 0 0.2428
22747 233 148 0 0 0.3232
22748 233 149 0.115 0.0401 0.5157
22749 233 151 0.1154 0 0.5193
22750 233 153 0.0563 0 0.335
22751 233 154 0.1338 0 0.6004
22752 233 162 0 0 0.0424
22753 233 163 0 0 0.361
22754 233 169 0.0092 0 0.2585
22755 233 170 0.1527 0 0.5598
22756 233 171 0.1153 0.0116 0.4397
22757 233 172 0.0514 0 0.2122
22758 233 S100 0 0 0.2753
22759 233 S101 0.0642 0 0.4045
22760 233 S11 0.0288 0 0.2276
22761 233 S12 0.0122 0 0.208
22762 233 S13 0 0 0.3183
22763 233 S14 0 0 0.0567
22764 233 S15 0 0 0.2805
22765 233 S19 0.1175 0 0.4014
22766 233 S20 0.0469 0 0.3609
22767 233 S21 0.0588 0 0.435
22768 233 S22 0.0776 0 0.4168
22769 233 S26 0.005 0 0.2642
22770 233 S38 0.1946 0 0.695
22771 233 S4 0.02 0 0.2206
22772 233 S44 0.0744 0 0.3714
22773 233 S45 0 0 0.0799
22774 233 S46 0 0 0.2756
22775 233 S52 0 0 0.1313
22776 233 S58 0.0058 0 0.2532
22777 233 S6 0 0 0.1444
22778 233 S61 0 0 0.1595
22779 233 S62 0.051 0 0.289
22780 233 S67 0.2102 0 0.6619
22781 233 S68 0 0 0.4176
22782 233 S69 0 0 0
22783 233 S75 0.1545 0 0.5797
22784 233 S79 0.0348 0 0.3703
22785 233 S80 0.002 0 0.3219
22786 233 S82 0 0 0.3848
22787 233 S83 0.1222 0 0.5623
22788 233 S85 0 0 0.2351
22789 233 S90 0 0 0.2082
22790 233 S93 0.0223 0 0.3851
22791 233 S95 0 0 0.1929
22792 233 S97 0.1398 0.0284 0.5436
22793 234 235 0.095 0 0.4747
22794 234 236 0 0 0.2106
22795 234 237 0.0199 0 0.1829
22796 234 239 0 0 0.0955
22797 234 240 0.1549 0.0215 0.6255
22798 234 176 0.0126 0 0.2729
22799 234 178 0.0478 0 0.2031
22800 234 180 0.0555 0 0.2783
22801 234 181 0.1992 0.0307 0.4999
22802 234 182 0 0 0.099
22803 234 183 0.1002 0 0.4856
22804 234 184 0 0 0.1495
22805 234 187 0.163 0 0.4594
22806 234 188 0 0 0.1703
22807 234 199 0.0223 0 0.2582
22808 234 200 0 0 0.2043
22809 234 201 0.0333 0 0.3026
22810 234 202 0.0223 0 0.2123
22811 234 203 0 0 0.1396
22812 234 204 0.0709 0 0.2854
22813 234 205 0 0 0.1866
22814 234 210 0.0131 0 0.1574
22815 234 211 0 0 0.2279
22816 234 212 0.0029 0 0.1978
22817 234 213 0 0 0
22818 234 214 0.0758 0 0.2677
22819 234 215 0.0359 0 0.4061
22820 234 217 0.2141 0.044 0.6486
22821 234 218 0.0306 0 0.2243
22822 234 219 0.0021 0 0.1702
22823 234 220 0 0 0.1137
22824 234 221 0.071 0 0.3038
22825 234 222 0 0 0.1022
22826 234 223 0.1438 0 0.4554
22827 234 241 0 0 0.104
22828 234 242 0.1031 0 0.3533
22829 234 245 0 0 0.2117
22830 234 246 0.0327 0 0.3235
22831 234 247 0.1261 0.0204 0.4252
22832 234 249 0.0042 0 0.2863
22833 234 251 0 0 0.1817
22834 234 252 0.0277 0 0.1838
22835 234 253 0.0278 0 0.2345
22836 234 255 0.0618 0 0.2142
22837 234 257 0.0771 0 0.3218
22838 234 258 0.0933 0 0.3588
22839 234 259 0 0 0.1039
22840 234 260 0.114 0.0317 0.3287
22841 234 261 0 0 0.0909
22842 234 262 0.1361 0 0.5054
22843 234 263 0 0 0.0613
22844 234 264 0 0 0.189
22845 234 265 0 0 0.2236
22846 234 266 0 0 0.0627
22847 234 267 0.0012 0 0.1837
22848 234 268 0.0623 0 0.1996
22849 234 277 1e-4 0 0.1989
22850 234 332 0.0332 0 0.3066
22851 234 278 0.053900000000000003 0 0.2253
22852 234 279 0.0231 0 0.2302
22853 234 280 0.122 0 0.4112
22854 234 281 0 0 0.2738
22855 234 282 0 0 0.2021
22856 234 283 0.0318 0 0.3278
22857 234 284 0 0 0.1093
22858 234 285 0.0681 0 0.4013
22859 234 286 0 0 0.1568
22860 234 289 0.1117 0 0.3958
22861 234 290 0.1468 0.0072 0.4379
22862 234 291 0.0708 0 0.3593
22863 234 292 0.1226 0 0.4802
22864 234 293 0 0 0.0801
22865 234 294 0.0593 0 0.2475
22866 234 296 0 0 0.1342
22867 234 297 0 0 0.1762
22868 234 298 0.0618 0 0.3728
22869 234 302 0.151 0 0.4956
22870 234 303 0 0 0
22871 234 304 0 0 0.1366
22872 234 305 0 0 0.0925
22873 234 306 0 0 0
22874 234 307 0.1372 0 0.3858
22875 234 308 0 0 0.2357
22876 234 310 0 0 0.1754
22877 234 311 0.1214 0 0.4652
22878 234 313 0.008 0 0.328
22879 234 314 0.0516 0 0.2202
22880 234 315 0.0997 0 0.4371
22881 234 316 0.0623 0 0.3633
22882 234 317 0.1147 0 0.4055
22883 234 318 0 0 0.2205
22884 234 319 0 0 0.138
22885 234 320 0.1662 0 0.5461
22886 234 321 0.1049 0 0.4155
22887 234 322 0 0 0.1357
22888 234 323 0 0 0.1698
22889 234 243 0 0 0.142
22890 234 250 0 0 0.1678
22891 234 254 0.0662 0 0.3323
22892 234 256 0.0112 0 0.2505
22893 234 287 0.0877 0 0.3158
22894 234 288 0 0 0.1355
22895 234 295 0 0 0.3151
22896 234 299 0 0 0.2697
22897 234 300 0 0 0.0094
22898 234 301 0 0 0.1853
22899 234 309 0.0965 0 0.3316
22900 234 312 0.1172 0 0.4563
22901 234 269 0.1502 0 0.4671
22902 234 270 0.0585 0 0.2644
22903 234 271 0 0 0.0814
22904 234 272 0.0195 0 0.1286
22905 234 273 0.0105 0 0.1968
22906 234 274 0.0646 0 0.3554
22907 234 275 0.0583 0 0.2902
22908 234 276 0.1387 0 0.4661
22909 234 324 0.0673 0 0.3045
22910 234 325 0.1313 0 0.5829
22911 234 326 0.0516 0 0.2705
22912 234 327 0 0 0.1357
22913 234 328 0 0 0
22914 234 329 0 0 0
22915 234 330 0 0 0.2031
22916 234 331 0.1302 0 0.3606
22917 234 7 0 0 0.0762
22918 234 9 0 0 0.164
22919 234 10 0.0712 0 0.2983
22920 234 11 0 0 0.1313
22921 234 12 0.1194 0 0.4409
22922 234 13 0 0 0.1858
22923 234 14 0 0 0.193
22924 234 15 0 0 5e-4
22925 234 16 0.0516 0 0.2573
22926 234 17 0 0 0.1833
22927 234 18 0 0 0.1945
22928 234 20 0 0 0.099
22929 234 21 0 0 0.1918
22930 234 22 0.0723 0 0.3339
22931 234 23 0.1409 0 0.4984
22932 234 25 0.1386 0.0656 0.3825
22933 234 26 0.1817 0 0.5522
22934 234 27 0 0 0.2132
22935 234 28 0 0 0.1457
22936 234 31 0.0759 0 0.2812
22937 234 33 0 0 0.1695
22938 234 34 0 0 0
22939 234 35 0 0 0.0755
22940 234 36 0 0 0.0517
22941 234 37 0.0144 0 0.3114
22942 234 38 0 0 0.2329
22943 234 102 0 0 0.1057
22944 234 105 0.0957 0.0304 0.3777
22945 234 106 0.0579 0 0.1821
22946 234 107 0 0 0.1868
22947 234 108 0 0 0.0274
22948 234 110 0.1061 0 0.3832
22949 234 111 0 0 0.1231
22950 234 112 0.1202 0 0.5376
22951 234 124 0 0 0
22952 234 125 0 0 0.0896
22953 234 127 0.0913 0 0.3023
22954 234 129 0.0684 0 0.3605
22955 234 130 0.0944 0 0.384
22956 234 131 0.1607 0 0.5203
22957 234 132 0 0 0
22958 234 134 0.0436 0 0.1871
22959 234 135 0.0348 0 0.2644
22960 234 136 0.0868 0.0223 0.3225
22961 234 137 0.0811 0 0.3649
22962 234 140 6e-4 0 0.2715
22963 234 143 0.0135 0 0.2441
22964 234 145 0.0617 0 0.3087
22965 234 146 0 0 0.0621
22966 234 147 0.0316 0 0.2719
22967 234 152 0 0 0.2125
22968 234 155 0.0363 0 0.1917
22969 234 156 0 0 0.1806
22970 234 157 0 0 0.0518
22971 234 164 0.0652 0 0.2669
22972 234 165 0 0 0.0881
22973 234 166 0.1949 0.0419 0.5729
22974 234 167 0 0 0.1649
22975 234 168 0 0 0.2418
22976 234 S1 0.0531 0 0.3895
22977 234 S25 0 0 0.0887
22978 234 S27 0.0744 0 0.5053
22979 234 S28 0 0 0.2628
22980 234 S29 0.0487 0 0.295
22981 234 S30 0.063 0 0.3049
22982 234 S31 0 0 0.1889
22983 234 S36 0.1966 0.0456 0.5929
22984 234 S40 0.0401 0 0.2332
22985 234 S41 0.0051 0 0.2632
22986 234 S42 0.0103 0 0.2655
22987 234 S47 0 0 0.1144
22988 234 S51 0.0665 0 0.2681
22989 234 S53 0.0369 0 0.3172
22990 234 S55 0.0352 0 0.2729
22991 234 S60 0.0389 0 0.1902
22992 234 S64 0 0 0.1682
22993 234 S66 0.0425 0 0.1702
22994 234 S76 0.0139 0 0.1776
22995 234 103 0.0863 0 0.4119
22996 234 104 0.0977 0 0.4425
22997 234 114 0.1472 0 0.4227
22998 234 115 0 0 0.1389
22999 234 116 0.0433 0 0.3477
23000 234 118 0.0629 0 0.1842
23001 234 119 0 0 0.1209
23002 234 120 0 0 0.1004
23003 234 121 0.0439 0 0.2948
23004 234 148 0.0666 0 0.3775
23005 234 149 0 0 0
23006 234 151 0.0669 0 0.2992
23007 234 153 0 0 0.1671
23008 234 154 0.1875 0.0896 0.5379
23009 234 162 0.1906 0.0597 0.4372
23010 234 163 0.0554 0 0.3172
23011 234 169 0 0 0.1853
23012 234 170 0 0 0.128
23013 234 171 0.1116 0.0399 0.4189
23014 234 172 0 0 0
23015 234 S100 0 0 0.1075
23016 234 S101 0.0877 0 0.3267
23017 234 S11 0.0675 0 0.397
23018 234 S12 0 0 0.0304
23019 234 S13 0.0224 0 0.3231
23020 234 S14 0 0 0.2087
23021 234 S15 0.0701 0 0.2465
23022 234 S19 0 0 0.103
23023 234 S20 0.0828 0 0.4033
23024 234 S21 0 0 0.1223
23025 234 S22 0.0874 0 0.2838
23026 234 S26 0 0 0.0386
23027 234 S38 0.0301 0 0.2862
23028 234 S4 0.1811 0 0.5404
23029 234 S44 0.1274 0 0.641
23030 234 S45 0.0866 0 0.3202
23031 234 S46 0.0358 0 0.2125
23032 234 S52 0.0282 0 0.1841
23033 234 S58 0.0207 0 0.1673
23034 234 S6 0.1157 0 0.4205
23035 234 S61 0.0468 0 0.2153
23036 234 S62 0.0425 0 0.3057
23037 234 S67 0 0 0.0423
23038 234 S68 0.0422 0 0.3788
23039 234 S69 0 0 0.1746
23040 234 S75 0.0583 0 0.314
23041 234 S79 0.1146 0 0.4783
23042 234 S80 0.1074 0 0.5897
23043 234 S82 0 0 0.1428
23044 234 S83 0.0638 0 0.3879
23045 234 S85 0.159 0 0.5284
23046 234 S90 0 0 0.2944
23047 234 S93 0 0 0.0437
23048 234 S95 0 0 0.1302
23049 234 S97 0 0 0.1341
23050 235 236 0.2184 0.058 0.4571
23051 235 237 0.0497 0 0.3506
23052 235 239 0.0284 0 0.2244
23053 235 240 0.095 0 0.3848
23054 235 176 0.0723 0 0.2954
23055 235 178 0 0 0.0984
23056 235 180 0 0 0.1656
23057 235 181 0.0117 0 0.2055
23058 235 182 0.0151 0 0.167
23059 235 183 0.118 0 0.4902
23060 235 184 0.0497 0 0.2822
23061 235 187 0 0 0.2057
23062 235 188 0.0402 0 0.2029
23063 235 199 0.0023 0 0.2202
23064 235 200 0.0534 0 0.2035
23065 235 201 0 0 0.3034
23066 235 202 0 0 0.1195
23067 235 203 0 0 0.0671
23068 235 204 0 0 0.2637
23069 235 205 0 0 0.149
23070 235 210 0.0556 0 0.2549
23071 235 211 0.0669 0 0.2939
23072 235 212 0 0 0.0875
23073 235 213 0 0 0.1218
23074 235 214 0 0 0
23075 235 215 0.0357 0 0.1722
23076 235 217 0.1103 0 0.4212
23077 235 218 0 0 0.1358
23078 235 219 0.0736 0 0.3055
23079 235 220 0.0437 0 0.2086
23080 235 221 0 0 0.0424
23081 235 222 0.0228 0 0.271
23082 235 223 0.1013 0 0.4049
23083 235 241 0 0 0.159
23084 235 242 0 0 0.1667
23085 235 245 0 0 0.3651
23086 235 246 0.0505 0 0.2009
23087 235 247 0 0 0.1831
23088 235 249 0.0157 0 0.2293
23089 235 251 0.0535 0 0.2838
23090 235 252 0 0 0.1215
23091 235 253 0.0025 0 0.1369
23092 235 255 0 0 0.2002
23093 235 257 0 0 0.2127
23094 235 258 0.0465 0 0.2567
23095 235 259 0.0197 0 0.2666
23096 235 260 0 0 0.1571
23097 235 261 0 0 0.1156
23098 235 262 0.0588 0 0.4342
23099 235 263 0 0 0.1969
23100 235 264 0.0578 0 0.2298
23101 235 265 0.0257 0 0.3015
23102 235 266 0.0508 0 0.3377
23103 235 267 0.0382 0 0.2506
23104 235 268 0.0127 0 0.1387
23105 235 277 0 0 0.1921
23106 235 332 0.1303 0 0.381
23107 235 278 0 0 0.1597
23108 235 279 0.0179 0 0.2261
23109 235 280 0 0 0.0219
23110 235 281 0.1183 0.0458 0.3237
23111 235 282 0.1167 0 0.4447
23112 235 283 0.0852 0 0.3381
23113 235 284 0 0 0.3496
23114 235 285 0.0824 0 0.4187
23115 235 286 0.089 0.0241 0.4152
23116 235 289 0 0 0.1172
23117 235 290 0.1557 0 0.5094
23118 235 291 0.004 0 0.1537
23119 235 292 0.1312 0 0.5757
23120 235 293 0 0 0
23121 235 294 0 0 0.1178
23122 235 296 0 0 0.1821
23123 235 297 0.0594 0 0.3391
23124 235 298 0.0726 0 0.3257
23125 235 302 0.1671 0 0.4925
23126 235 303 0 0 0.0897
23127 235 304 0.0533 0 0.221
23128 235 305 0.0228 0 0.2934
23129 235 306 0.0214 0 0.3133
23130 235 307 0.1015 0 0.3251
23131 235 308 0.0551 0 0.3622
23132 235 310 0.0721 0 0.3262
23133 235 311 0.1836 0 0.6158
23134 235 313 0 0 0.2322
23135 235 314 0 0 0.193
23136 235 315 0.0858 0 0.4508
23137 235 316 0.07 0 0.3185
23138 235 317 0.0464 0 0.3071
23139 235 318 0.0105 0 0.2618
23140 235 319 0.1234 0 0.4289
23141 235 320 0.1291 0 0.4907
23142 235 321 0.095 0 0.3606
23143 235 322 0.0262 0 0.3177
23144 235 323 0 0 0.1489
23145 235 243 0.1245 0.0374 0.4387
23146 235 250 0.0585 0 0.331
23147 235 254 0.0731 0 0.3545
23148 235 256 0 0 0.2415
23149 235 287 0 0 0.0903
23150 235 288 0.0624 0 0.2934
23151 235 295 0 0 0.3195
23152 235 299 0.0968 0 0.3429
23153 235 300 0 0 0.0988
23154 235 301 0 0 0
23155 235 309 0.0879 0 0.3974
23156 235 312 0.0342 0 0.3057
23157 235 269 0.0291 0 0.2797
23158 235 270 0.1746 0.1088 0.5321
23159 235 271 0 0 0.1806
23160 235 272 0 0 0.074
23161 235 273 0.0391 0 0.2449
23162 235 274 0 0 0.2198
23163 235 275 0.0751 0 0.3114
23164 235 276 0.0617 0 0.2528
23165 235 324 0.0345 0 0.3115
23166 235 325 0.0089 0 0.1517
23167 235 326 0 0 0.2713
23168 235 327 0 0 0.2577
23169 235 328 0 0 0.0584
23170 235 329 0 0 0.1301
23171 235 330 0 0 0.2084
23172 235 331 0.1495 0 0.4476
23173 235 7 0 0 0.1453
23174 235 9 0 0 0.1562
23175 235 10 0.0809 0 0.3517
23176 235 11 0.0013 0 0.1165
23177 235 12 0 0 0
23178 235 13 0 0 0.218
23179 235 14 0 0 0.1273
23180 235 15 0.0469 0 0.3737
23181 235 16 0.191 0.0471 0.5355
23182 235 17 0 0 0.1448
23183 235 18 0 0 0.0942
23184 235 20 0.0116 0 0.1446
23185 235 21 0 0 0.1553
23186 235 22 0.0874 0 0.3042
23187 235 23 0.0884 0 0.3355
23188 235 25 0.0519 0 0.2606
23189 235 26 0.1297 0 0.4087
23190 235 27 0.1611 0.0331 0.4407
23191 235 28 0 0 0.2135
23192 235 31 0 0 0.111
23193 235 33 0 0 0.1464
23194 235 34 0.0045 0 0.2316
23195 235 35 0.1199 0 0.3824
23196 235 36 0.1027 0 0.4143
23197 235 37 0 0 0.1265
23198 235 38 0.0456 0 0.2967
23199 235 102 0.0494 0 0.2366
23200 235 105 0 0 0.2109
23201 235 106 0 0 0.1402
23202 235 107 0 0 0.2171
23203 235 108 0.0403 0 0.2211
23204 235 110 0 0 0.3553
23205 235 111 0 0 0.0364
23206 235 112 0.0886 0 0.5254
23207 235 124 0 0 0.1617
23208 235 125 0.0583 0 0.3958
23209 235 127 0.0486 0 0.2954
23210 235 129 0.0347 0 0.36
23211 235 130 0.0704 0 0.2846
23212 235 131 0.1055 0 0.3788
23213 235 132 0.1214 0.0069 0.4645
23214 235 134 0.0322 0 0.2274
23215 235 135 0.0627 0 0.328
23216 235 136 0 0 0.175
23217 235 137 0.0131 0 0.2623
23218 235 140 0.0226 0 0.2346
23219 235 143 0 0 0
23220 235 145 0.0616 0 0.3048
23221 235 146 0 0 0.1592
23222 235 147 0 0 0.1542
23223 235 152 0.0581 0 0.2606
23224 235 155 0.0854 0 0.3453
23225 235 156 0.2212 0.0451 0.4691
23226 235 157 0.0538 0 0.328
23227 235 164 0.0786 0 0.5124
23228 235 165 0.0715 0 0.2097
23229 235 166 0.1225 0 0.4725
23230 235 167 0.1013 0 0.4033
23231 235 168 0.165 0.0385 0.5648
23232 235 S1 0 0 0.2467
23233 235 S25 0.0214 0 0.2131
23234 235 S27 0 0 0.1974
23235 235 S28 0.0306 0 0.2201
23236 235 S29 0.0568 0 0.4154
23237 235 S30 0.0612 0 0.1957
23238 235 S31 0 0 0
23239 235 S36 0.1755 0.017 0.54990000000000006
23240 235 S40 0.0558 0 0.2153
23241 235 S41 0.055 0 0.388
23242 235 S42 0 0 0.0704
23243 235 S47 0 0 0.1307
23244 235 S51 0 0 0.1284
23245 235 S53 0.005 0 0.16
23246 235 S55 0.0312 0 0.2406
23247 235 S60 0.0647 0 0.3652
23248 235 S64 0.0599 0 0.2412
23249 235 S66 0 0 0.1805
23250 235 S76 0.013 0 0.3154
23251 235 103 0.0803 0 0.3378
23252 235 104 0.1424 0 0.6804
23253 235 114 0.1496 0 0.4488
23254 235 115 0.0632 0 0.3535
23255 235 116 0.0624 0 0.2846
23256 235 118 0 0 0.1706
23257 235 119 0 0 0.2181
23258 235 120 0 0 0.0697
23259 235 121 0.0619 0 0.3125
23260 235 148 0.1406 0.0436 0.547
23261 235 149 0.0612 0 0.1827
23262 235 151 0.0513 0 0.2604
23263 235 153 0 0 0.1477
23264 235 154 0 0 0.2151
23265 235 162 0 0 0.1191
23266 235 163 0 0 0.2226
23267 235 169 0 0 0.2272
23268 235 170 0 0 0.1785
23269 235 171 0 0 0.1092
23270 235 172 0.0328 0 0.3476
23271 235 S100 0 0 0.2311
23272 235 S101 0 0 0.1325
23273 235 S11 0 0 0.3255
23274 235 S12 0 0 0.1846
23275 235 S13 0.0117 0 0.223
23276 235 S14 0 0 0.2425
23277 235 S15 0 0 0.2868
23278 235 S19 0 0 0.0913
23279 235 S20 0.0088 0 0.1374
23280 235 S21 0 0 0.1693
23281 235 S22 0 0 0.0321
23282 235 S26 0 0 0.2115
23283 235 S38 0 0 0.1508
23284 235 S4 0.0997 0 0.4058
23285 235 S44 0.2322 0.0626 0.7682
23286 235 S45 0.0282 0 0.292
23287 235 S46 0 0 0.1961
23288 235 S52 0.0403 0 0.2521
23289 235 S58 0.0635 0 0.2885
23290 235 S6 0.0297 0 0.1895
23291 235 S61 0 0 0.1297
23292 235 S62 0.1115 0 0.3824
23293 235 S67 0 0 0
23294 235 S68 0 0 0.2937
23295 235 S69 0 0 0.0661
23296 235 S75 0 0 0.0662
23297 235 S79 0.184 0.0094 0.5539
23298 235 S80 0.0967 0 0.4859
23299 235 S82 0 0 0.082
23300 235 S83 0 0 0.1875
23301 235 S85 0.1628 0 0.511
23302 235 S90 0 0 0.1445
23303 235 S93 0.0662 0 0.3396
23304 235 S95 0.0285 0 0.3209
23305 235 S97 0 0 0.1329
23306 236 237 0.0443 0 0.1879
23307 236 239 0 0 0.0701
23308 236 240 0 0 0.0692
23309 236 176 0.1513 0 0.5082
23310 236 178 0 0 0.1932
23311 236 180 0.0595 0 0.4143
23312 236 181 0.0293 0 0.2897
23313 236 182 0.0465 0 0.2391
23314 236 183 0.1002 0 0.4298
23315 236 184 0.0155 0 0.1971
23316 236 187 0.0303 0 0.2511
23317 236 188 0.0714 0 0.382
23318 236 199 0.0292 0 0.2415
23319 236 200 0.0249 0 0.2416
23320 236 201 0 0 0.2158
23321 236 202 0 0 0.1413
23322 236 203 0.0655 0 0.2913
23323 236 204 0.083 0 0.4603
23324 236 205 0 0 0.1749
23325 236 210 0 0 0.1685
23326 236 211 0 0 0.163
23327 236 212 0.1185 0 0.4171
23328 236 213 0.0376 0 0.297
23329 236 214 0.0274 0 0.1957
23330 236 215 0 0 0.3557
23331 236 217 0 0 0.1575
23332 236 218 0.0401 0 0.2874
23333 236 219 0.0902 0 0.5552
23334 236 220 0 0 0.1182
23335 236 221 0 0 0
23336 236 222 0.0419 0 0.2865
23337 236 223 0 0 0.1945
23338 236 241 0 0 0.1435
23339 236 242 0.0345 0 0.3293
23340 236 245 0 0 0.1756
23341 236 246 0.0234 0 0.2512
23342 236 247 0 0 0.1098
23343 236 249 0.0585 0 0.3229
23344 236 251 0.0909 0 0.4048
23345 236 252 0.0229 0 0.1733
23346 236 253 0.0717 0 0.3202
23347 236 255 0.0057 0 0.284
23348 236 257 0.0744 0 0.3635
23349 236 258 0 0 0.1045
23350 236 259 0.0267 0 0.2421
23351 236 260 0 0 0.0878
23352 236 261 0.0034 0 0.1632
23353 236 262 0.0696 0 0.4616
