"","fisher_pvals","bonferroni_pvals","stouffer_pvals","simes_pvals","comparison"
"1",4.87000495052805e-209,1,1,0.143520638819443,"EVENNESS"
"2",0.936073767263594,1,1,0.810196179994689,"Fis"
"3",8.09527137874933e-96,1,1,0.242811646807737,"Ht"
"4",4.2517257366242e-243,0.875554389149328,1,0.0884138503785422,"SHANNON_IDX"
