"","GRP","variable","meanvar","sdvar"
"99","Shin","STODD_TAYLOR_IDX",9.00532916385324,6.74519301226809
"100","Shin_2016_1","EVENNESS",0.738808621378786,0.125867475472821
"101","Shin_2016_1","Fis",0.0163,0.0942508222775802
"102","Shin_2016_1","Ho",0.792282352941176,0.149072017978283
"103","Shin_2016_1","Hs",0.812652941176471,0.162718868442043
"104","Shin_2016_1","Ht",0.812652941176471,0.162718868442043
"105","Shin_2016_1","N_ALLELES",14.7058823529412,7.80035821198579
"106","Shin_2016_1","SHANNON_IDX",2.12996897981925,0.743132901096895
"107","Shin_2016_1","SIMPSON_IDX",0.798508565289928,0.159582585724236
"108","Shin_2016_1","STODD_TAYLOR_IDX",8.46728767463242,5.98630291044223
"109","Shin_2016_2","EVENNESS",0.760264766057038,0.112815199644962
"110","Shin_2016_2","Fis",0.0357470588235294,0.0883604557879758
"111","Shin_2016_2","Ho",0.780658823529412,0.165837556281831
"112","Shin_2016_2","Hs",0.813064705882353,0.161432354026294
"113","Shin_2016_2","Ht",0.813064705882353,0.161432354026294
"114","Shin_2016_2","N_ALLELES",11.7647058823529,5.88992160139575
"115","Shin_2016_2","SHANNON_IDX",2.00643060998394,0.670873860157751
"116","Shin_2016_2","SIMPSON_IDX",0.789336692121955,0.156789237137605
"117","Shin_2016_2","STODD_TAYLOR_IDX",7.37627497111549,4.74842514551721
"118","Shin_2017_1","EVENNESS",0.760178489490936,0.109752232544192
"119","Shin_2017_1","Fis",-0.00265882352941177,0.141913891404363
"120","Shin_2017_1","Ho",0.815741176470588,0.133907468326189
"121","Shin_2017_1","Hs",0.824494117647059,0.143893087353894
"122","Shin_2017_1","Ht",0.824494117647059,0.143893087353894
"123","Shin_2017_1","N_ALLELES",11.5294117647059,5.28107052427374
"124","Shin_2017_1","SHANNON_IDX",2.0218346000851,0.613754885878726
"125","Shin_2017_1","SIMPSON_IDX",0.799037875512368,0.139084775910256
"126","Shin_2017_1","STODD_TAYLOR_IDX",7.03217509091011,3.73211780099164
"127","Shin_2017_2","EVENNESS",0.756786072899715,0.100131118786774
"128","Shin_2017_2","Fis",0.0151588235294118,0.139773898040834
"129","Shin_2017_2","Ho",0.815758823529412,0.161671611835626
"130","Shin_2017_2","Hs",0.834029411764706,0.138536122386482
"131","Shin_2017_2","Ht",0.834029411764706,0.138536122386482
"132","Shin_2017_2","N_ALLELES",14.4705882352941,7.49264345090255
"133","Shin_2017_2","SHANNON_IDX",2.17097361217952,0.67004415258647
"134","Shin_2017_2","SIMPSON_IDX",0.819131470338572,0.136756964344254
"135","Shin_2017_2","STODD_TAYLOR_IDX",8.48292001701382,5.28699388814788
