"","GRP","LOCUS","N_ALLELES","EVENNESS","Ho","Hs","Ht","Fis","SHANNON_IDX","SIMPSON_IDX","STODD_TAYLOR_IDX"
"151","Mt_adults_3","PSY022",8,0.715245275093003,0.6667,0.5692,0.5692,-0.1712,1.0342262099016,0.564590542099193,2.29668874172185
"152","Mt_adults_3","WF12",7,0.777839602761178,0.6724,0.6413,0.6413,-0.0486,1.1775090244488,0.635998810939358,2.74724377296856
"153","Mt_adults_3","WF32",14,0.714408529299009,0.6613,0.824,0.824,0.1975,1.9755817458444,0.816077003121748,5.43705799151344
"154","Mt_adults_4","J42",13,0.885365951064714,0.9167,0.9432,0.9432,0.0281,2.44130263780762,0.902777777777778,10.2857142857143
"155","Mt_adults_4","WF22",15,0.909974526882209,1,0.9583,0.9583,-0.0435,2.61458943294761,0.920138888888889,12.5217391304348
"156","Mt_adults_4","PAM27",10,0.726500575246702,1,0.8523,0.8523,-0.1733,2.00100652342451,0.822916666666667,5.64705882352941
"157","Mt_adults_4","PAM79",15,0.866641338445318,0.9,0.9667,0.9667,0.069,2.59683386889756,0.915,11.7647058823529
"158","Mt_adults_4","WF16",9,0.773040552468546,1,0.8545,0.8545,-0.1702,1.94399817717146,0.822314049586777,5.62790697674419
"159","Mt_adults_4","WF33",15,0.863777694624343,0.9167,0.9545,0.9545,0.0397,2.57862917389114,0.913194444444444,11.52
"160","Mt_adults_4","WF3",10,0.843499921490834,0.9,0.9111,0.9111,0.0122,2.15132207992127,0.865,7.40740740740741
"161","Mt_adults_4","WF517",15,0.882149298210668,0.8333,0.9621,0.9621,0.1339,2.60043117988132,0.916666666666667,12
"162","Mt_adults_4","WF196",9,0.881404948731602,1,0.8864,0.8864,-0.1282,2.03408255460424,0.854166666666667,6.85714285714286
"163","Mt_adults_4","WF223",8,0.915687543431376,0.8889,0.9028,0.9028,0.0154,1.98505318790462,0.851851851851852,6.75
"164","Mt_adults_4","WF421",9,0.844408538443828,1,0.8727,0.8727,-0.1458,1.96910054901244,0.838842975206612,6.20512820512821
"165","Mt_adults_4","A441",8,0.865486561613218,1,0.8819,0.8819,-0.1339,1.95213820941537,0.839506172839506,6.23076923076923
"166","Mt_adults_4","PAM21",6,0.787360242199629,0.7273,0.7864,0.7864,0.0751,1.56204405302991,0.747933884297521,3.9672131147541
"167","Mt_adults_4","PSY087",4,0.600493955358876,0.5455,0.45,0.45,-0.2121,0.822560771525768,0.433884297520661,1.76642335766423
"168","Mt_adults_4","PSY022",6,0.666892390198686,0.5833,0.6439,0.6439,0.0941,1.22114913491515,0.614583333333333,2.59459459459459
"169","Mt_adults_4","WF12",4,0.858141346035229,0.7273,0.6864,0.6864,-0.0596,1.17320611618526,0.65702479338843,2.91566265060241
"170","Mt_adults_4","WF32",10,0.762656534888266,0.6667,0.8788,0.8788,0.2414,2.02234607227287,0.833333333333333,6
"171","Shin_2016_1","J42",19,0.565835090701167,0.8125,0.874,0.874,0.0704,2.46811333002134,0.859375,7.11111111111111
"172","Shin_2016_1","WF22",27,0.766659710940082,0.8438,0.9561,0.9561,0.1176,3.0558208830877,0.939453125,16.5161290322581
"173","Shin_2016_1","PAM27",14,0.689592619620877,0.871,0.8366,0.8366,-0.0411,2.05047067755988,0.823621227887617,5.66961651917404
"174","Shin_2016_1","PAM79",28,0.846685495845422,0.9375,0.9652,0.9652,0.0287,3.1485754443655,0.94970703125,19.8834951456311
"175","Shin_2016_1","WF16",14,0.616083104279595,0.75,0.818,0.818,0.0832,2.03688430377319,0.80419921875,5.1072319201995
"176","Shin_2016_1","WF33",24,0.855101087803839,0.9643,0.961,0.961,-0.0034,3.02858964457188,0.943877551020408,17.8181818181818
"177","Shin_2016_1","WF3",12,0.472463217326918,0.6875,0.7041,0.7041,0.0236,1.75351992419081,0.69287109375,3.25596184419714
"178","Shin_2016_1","WF517",24,0.857609335873334,0.871,0.9581,0.9581,0.0909,2.97893357165456,0.941207075962539,17.0088495575221
"179","Shin_2016_1","WF196",16,0.796255184913907,0.8966,0.9113,0.9113,0.0162,2.46354055206526,0.895362663495838,9.55681818181818
"180","Shin_2016_1","WF223",19,0.819645981205537,0.931,0.9347,0.9347,0.004,2.69184175830069,0.918549346016647,12.2773722627737
"181","Shin_2016_1","WF421",10,0.848563507564525,0.9091,0.8755,0.8755,-0.0383,2.08298305649679,0.856404958677686,6.96402877697842
"182","Shin_2016_1","A441",11,0.792237587302024,0.8966,0.8615,0.8615,-0.0407,2.07929699924381,0.847205707491082,6.54474708171206
